company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
ZIRAAT_VETERINER,murat.atik@tartek.net,,Ankara,TATEK TARIM TEKNOLOJİLERİ,,http://www.tartek.net/; https://www.schema.org
SAVUNMA,emrah050@gmail.com,,Ankara,TNQOR ELEKTRONİK,,https://www.schema.org; https://www.tnqor.com.tr/
TIP_ECZACILIK,ugur@simerarge.com,,Ankara,SİMER ARAŞTIRMA,+90 312 485 70 75,http://www.simerarge.com/; https://www.schema.org
TIP_ECZACILIK,regensis@hs01.kep.tr,,Ankara,REGENSİS,,https://www.schema.org
TIP_ECZACILIK,rkaraman2000@hotmail.com,,Ankara,PROFNATURA,,https://www.schema.org
TIP_ECZACILIK,onnova@yahoo.com,,Ankara,ONNOVA,,https://onnova.com.tr/; https://www.schema.org
TIP_ECZACILIK,migokce@yahoo.com,,Ankara,MIG OPTİMAL MEDİKAL,,https://www.schema.org
TIP_ECZACILIK,ercumentisik5@gmail.com,,Ankara,İLGİLEN BAKIM HİZMETLERİ,,https://www.ilgilen.com.tr/; https://www.schema.org
TIP_ECZACILIK,drufukates@gmail.com,,Ankara,HORİZON MED,,https://www.schema.org
TIP_ECZACILIK,akbulut@medicine.ankara.edu.tr,,Ankara,HEALTH GENOMICS,,https://www.health-genomics.com/lander; https://www.schema.org
TIP_ECZACILIK,senceruygur@gmail.com,,Ankara,EXVET MEDİKAL,,https://www.schema.org
TIP_ECZACILIK,alper.erdener@ras-technology.com,,Ankara,ESENTECH,,https://www.schema.org
TIP_ECZACILIK,ves@ttmail.com,,Ankara,VENA MED,,http://venamed.com.tr/; https://www.schema.org
TIP_ECZACILIK,orcg2015@outlook.com,,Ankara,TRİFOLİUM MEDİKAL,,http://www.trifolium3d.com; https://www.schema.org
TIP_ECZACILIK,ilker@saglikbank.com,,Ankara,SABSİS SAĞLIK,+90 312 447 47 83,https://saglikbank.com/home.aspx; https://www.schema.org
TIP_ECZACILIK,nurayyazihan@yahoo.com,,Ankara,ME TECH,,https://www.schema.org
TIP_ECZACILIK,info@kamrusepa.com,,Ankara,KAMRUSEPA-SAMYOUNG,,http://www.kamrusepa.com/; https://www.schema.org
TIP_ECZACILIK,fumben.ltd@gmail.com,,Ankara,FUMBEN KOZMETİK,,https://www.fumben.com/; https://www.schema.org
TIP_ECZACILIK,info@detechimplant.com,,Ankara,Demirtaş Diş Deposu San. ve Dış Tic. Ltd. Şti.,+90 546 787 55 09,https://www.schema.org
TIP_ECZACILIK,info@biotama.com.tr,,Ankara,BİOTAMA,0312 394 10 34,https://biotama.com.tr/; https://www.schema.org
TIP_ECZACILIK,info@zermatt.com.tr,,Ankara,ARPA Ltd. - Zermatt Su Arıtma,444 0 171,https://www.schema.org
TIP_ECZACILIK,akyol@aksiyonisg.com,,Ankara,AKSİYON İSG,+90 312 286 73 70,https://www.aksiyonisg.com/; https://www.schema.org
SAVUNMA,mustafaboz@gazi.edu.tr,,Ankara,PENTA GROUP,,https://avesis.gazi.edu.tr/mustafaboz; https://www.schema.org
SAVUNMA,pergesteknoloji@hs01.kep.tr,,Ankara,PERGES TEKNOLOJİ,,https://www.pergestech.com/; https://www.schema.org
SAVUNMA,vahdettas@gmail.com,,Ankara,NEVASİS SAVUNMA,,https://www.schema.org
SAVUNMA,cckarapinar@gmail.com,,Ankara,MİNERVATEC,,https://www.schema.org
SAVUNMA,info@mildata.com.tr,,Ankara,MİLDATA SAVUNMA,,http://www.mildata.com.tr; https://www.schema.org
SAVUNMA,tolga@ustunova.com.tr,,Ankara,MAY SAVUNMA,,https://www.schema.org
SAVUNMA,mail@lck.com.tr,,Ankara,LCK BİLİŞİM ve SAVUNMA,,https://lck.com.tr/; https://www.schema.org
SAVUNMA,info@hcarge.com,,Ankara,HC ARGE,,https://www.hcarge.com/; https://www.schema.org
SAVUNMA,ergun.cancalar@fotoniks.com.tr,,Ankara,FOTONİKS,,https://www.fotoniks.com.tr/en/home/; https://www.schema.org
SAVUNMA,baktug@gmail.com,,Ankara,BAH SAVUNMA,,https://www.schema.org
SAVUNMA,info@ustunova.com.tr,,Ankara,ÜSTÜNOVA,+90 312 666 54 90,https://www.schema.org; https://www.ustunova.com.tr/
SAVUNMA,serkantek@stronik.com.tr,,Ankara,STRONİK,,https://www.schema.org; https://www.stronik.com.tr/
SAVUNMA,alper.erdener@ras-technology.com,,Ankara,RAS ROBOTİK,+90 312 227 80 65,https://www.ras-technology.com/; https://www.schema.org
SAVUNMA,gunay_omer_7106@hotmail.com,,Ankara,ORBİTA,,https://www.orbitaeos.com/; https://www.schema.org
SAVUNMA,efe@iveosavunma.com,,Ankara,İVEO ELEKTRONİK,,https://www.iveoelectronics.com/home; https://www.schema.org
SAVUNMA,info.EDYArGe@gmail.com,,Ankara,E.D.Y. AR-GE,,https://www.schema.org
SAVUNMA,info@algoritmax.com,,Ankara,ALGORITMAX,,https://www.algoritmax.com/; https://www.schema.org
SAVUNMA,info@adentechtr.com,,Ankara,ADEN TECH,+90 507 131 83 83,https://adentechtr.com%20; https://www.schema.org
ZIRAAT_VETERINER,saltang@hotmail.com,,Ankara,SAGU GLOBAL,,https://www.schema.org
ZIRAAT_VETERINER,tolga.coskun@yahoo.com.tr,,Ankara,NAVİTEKNİK OTOMASYON,,https://www.schema.org
ZIRAAT_VETERINER,erdalK185@hotmail.com,,Ankara,KARAVET,,https://www.schema.org
ZIRAAT_VETERINER,logoglu@gazi.edu.tr,,Ankara,E-LİFE,,https://www.schema.org
ZIRAAT_VETERINER,ellialti@agri.ankara.edu.tr,,Ankara,DOQUTECH,,https://www.schema.org
ZIRAAT_VETERINER,ozgesizmaz@gmail.com,,Ankara,DELANUTRA,,https://www.schema.org
ZIRAAT_VETERINER,ckanbes@gmail.com,,Ankara,CHIDO,,https://www.schema.org
ZIRAAT_VETERINER,sertelsecer@yahoo.com,,Ankara,AQUATERRA,,https://www.schema.org
ZIRAAT_VETERINER,cigdemyavuz@metishukuk.com,,Ankara,AQUA MIRACLE,,https://www.schema.org
ZIRAAT_VETERINER,mucahit.taha.ozkaya@gmail.com,,Ankara,ZEYTİN AKADEMİ,+90 312 485 11 37,https://www.schema.org; https://www.zeytinakademi.com/
ZIRAAT_VETERINER,atayiso@hotmail.com,,Ankara,TRİMAİL BİYOLOJİK,+90 312 485 11 37,https://www.biyolojiktarim.com/; https://www.schema.org
ZIRAAT_VETERINER,info@soilbiom.com,,Ankara,SOİLBİOM,,https://soilbiom.com/; https://www.schema.org
ZIRAAT_VETERINER,vetsedatsevin@hotmail.com,,Ankara,SENTEZFARMA,,http://sentezfarma.com/; https://www.schema.org
ZIRAAT_VETERINER,info@pelmur.com.tr,,Ankara,PELMUR,0312 394 10 34,http://pelmur.com.tr/; https://www.schema.org
ZIRAAT_VETERINER,psacakli@ankara.edu.tr,,Ankara,NUTRİS,,http://www.nutrisarge.com; https://www.schema.org
ZIRAAT_VETERINER,esendemirel28@gmail.com,,Ankara,MORYEM,,https://www.schema.org
ZIRAAT_VETERINER,levent.dogankaya@ankara.edu.tr,,Ankara,İNSEFİSH,,http://www.insefish.com; https://www.schema.org
ZIRAAT_VETERINER,meric@agri.ankara.edu.tr,,Ankara,I-CORAL,,https://www.schema.org
ZIRAAT_VETERINER,hepafarm.info@gmail.com,,Ankara,HEPAFARM VETERİNERLİK,,https://www.schema.org
ZIRAAT_VETERINER,info@gcnatura.com,,Ankara,GC NATURA,+90 312 485 37 18,https://gcnatura.com/; https://www.schema.org
ZIRAAT_VETERINER,coplanarastirma@hs01.kep.tr,,Ankara,COPLAN,,https://www.planforco2.com/; https://www.schema.org
ZIRAAT_VETERINER,info@avitekarge.com,,Ankara,AVİTEK ARGE,+90 312 359 10 55,https://www.avitekarge.com/; https://www.schema.org
ZIRAAT_VETERINER,agrigx@gmail.com,,Ankara,AgriGX,+90 312 361 61 06,https://www.agrigx.com/; https://www.schema.org
ZIRAAT_VETERINER,utoprak@agri.ankara.edu.tr,,Ankara,AGRIANCYRA TARIM BİYOTEKNOLOJİ VE DANIŞMANLIK,,https://agriancyra.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,selim.yonet@ynttech.com,,Ankara,YNT ELEKTRONİK,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,onur.bas@virtuson.com,,Ankara,VIRTUSON TEKNOLOJİ,,https://virtuson.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,resat.turkyilmaz@dsbionano.com,,Ankara,TS GRUP BİYOTEKNOLOJİ,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,nebiled@hotmail.com,,Ankara,TOXİCENTER ARGE,,https://www.schema.org; https://www.toxicenter.com.tr/
MUHENDISLIK_BIYOTEKNOLOJI,info@synaps.com.tr,,Ankara,SYNAPS BİYOTEKNOLOJİ,,https://www.schema.org; https://www.synaps.com.tr/
MUHENDISLIK_BIYOTEKNOLOJI,mcemcatalbas@gmail.com,,Ankara,SOLTUDO TEKNOLOJİ,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,alperdemirhann@gmail.com,,Ankara,SENSİTİFY BİYOTEKNOLOJİ,,https://www.schema.org; https://www.sensitifybiotech.com/
MUHENDISLIK_BIYOTEKNOLOJI,aeunlu@eng.ankara.edu.tr,,Ankara,RHODIN,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,selimogluozgur@gmail.com,,Ankara,POLOPTECH,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,omeryeter@makeltek.com,,Ankara,ÖMER FARUK YETER,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,ucirpici@optoextra.com,,Ankara,OPTOEXTRA,,https://www.optoextra.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,hhkilic@microina.com,,Ankara,MİCROİNA,,http://www.microina.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,mustafafener@hotmail.com,,Ankara,MFK PROJE MÜHENDİSLİK,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,enes.tastepe@gmail.com,,Ankara,MEHMET ENES TAŞTEPE EGRA MÜHENDİSLİK,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,duygueryasar@gmail.com,,Ankara,MEDİNNOVATE DYNAMİCS,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,yalcin.bulut@hs01.kep.tr,,Ankara,MATRİSEB MÜHENDİSLİK,,https://www.matriseb.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,hokeles@ankara.edu.tr,,Ankara,LABNORİ,,http://www.hok-lab.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,yunuscem.direk@icloud.com,,Ankara,JEOARGE TEKNOLOJİ,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,ozkankale@gmail.com,,Ankara,GM DIRECT,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@genolysis.com,,Ankara,GENOLYSİS,,https://genolysis.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,tturkmen@futuris.com.tr,,Ankara,FUTURİS ELEKTRONİK,+90 312 484 74 45,https://www.futuris.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,bderkus@ankara.edu.tr,,Ankara,EXONOID,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,msahmaran@gmail.com,,Ankara,ENSENSEİ,,https://ensensei.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,emrahsaka06@gmail.com,,Ankara,DCE MÜHENDİSLİK,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,gd@bluetel.com.tr,,Ankara,BLUETEL,,https://www.bluetel.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,yilmaz_f@ibu.edu.tr,,Ankara,BİOPHARM,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,kivilcimg@icloud.com,,Ankara,BİONANOSENS,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,akcali@ankara.edu.tr,,Ankara,BIFTEK INC.,,http://biftek.co; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,ayseyetiskin1@gmail.com,,Ankara,BIOGENOMIC,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,gokhan.bark@anahatholding.com.tr,,Ankara,AVRASYA ROBOTİK,,https://anahatholding.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,darsoy@gmail.com,,Ankara,ARBİO TEKNOLOJİ,,https://www.arbio.com.tr/iletisim; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,ankur@ankarateknokent.com,,Ankara,ANKÜR AR-GE,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@alhazen.com.tr,,Ankara,ALHAZEN MÜHENDİSLİK,,https://www.alhazen.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,akcali@ankara.edu.tr,,Ankara,AKERBİO BİYOTEKNOLOJİ,,https://biftek.co/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,tarimaydinlatma@gmail.com,,Ankara,ACK SAVUNMA VE MÜHENDİSLİK,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,3klaser.tech@gmail.com,,Ankara,3K LASER MAKİNE VE BİLİŞİM TEKNOLOJİLERİ,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@turksat.com.tr,,Ankara,TÜRKSAT,+90 312 615 30 00,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,sehram.dizeci@tedu.edu.tr,,Ankara,RHİNOPLUS AR-GE,+90 312 585 02 70,http://rhinoplus.com.tr; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@rftr.com.tr,,Ankara,RFTR ELEKTRONİK,,https://rftrelectronics.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,retinow@hs01.kep.tr,,Ankara,RETİNOW,,http://retinow.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@refgen.com,,Ankara,REFGEN BİYOTEKNOLOJİ,+90 312 210 17 23,https://www.refgen.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@recombiotechnology.com,,Ankara,RECOMBIOTECH,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@onima.com.tr,,Ankara,ONİMA BİYOTEKNOLOJİ,,https://www.onima.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,sabancilar.okan@gmail.com,,Ankara,OGS A.Ş.,+90 312 472 11 56,https://www.ogs.as/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@novumek.com,,Ankara,NOVUMEK TEKNOLOJİ,,https://www.novumek.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@neosenerji.com,,Ankara,NEOS ENERJİ,+90 312 484 84 33,https://www.neosenerji.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@nanosens.com.tr,,Ankara,NANOSENS,+90 312 911 27 52,https://www.nanosens.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@motakk.com,,Ankara,MOTAKK,,https://www.motakk.org/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,zeyurt@gmail.com,,Ankara,MEDBIOTEC,0312 484 55 20,https://medbiotec.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,basokur@ankara.edu.tr,,Ankara,LEMNİS YERBİLİMLERİ,+90 312 485 15 70,https://www.lemnis.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@laresltd.com,,Ankara,LARES MÜHENDİSLİK,,https://www.laresltd.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,adabarbaros@gmail.com,,Ankara,KIMERA,,https://www.kimera.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@interno.com.tr,,Ankara,İNTERNO,,https://www.interfarm.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,onur222@hotmail.com,,Ankara,İNOVİSTA,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,hucrecellbiyoteknoloji@gmail.com,,Ankara,HÜCRECELL BİYOTEKNOLOJİ,+90 312 485 19 47,https://www.hucrecellbiotechnology.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@hayatbio.com.tr,,Ankara,HAYAT BİYOTEKNOLOJİ,,http://hayatbio.com.tr; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@focusenerji.com,,Ankara,FOCUS ENERJİ,,https://focusenerji.com/home/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,enigmabiotech@gmail.com,,Ankara,ENİGMA BİYOTEKNOLOJİ,,http://enigmabio.com; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,fatima.almousa1998@gmail.com,,Ankara,ELFURAT,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@dsbionano.com,,Ankara,DS BİO NANO,+90 312 428 31 20,https://www.dsbionano.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@detectsol.com,,Ankara,DETECTSOL,,http://detectsol.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@climeteo.com,,Ankara,CLİMETEO,+90 312 911 34 87,https://www.climeteo.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,yuksel_urun@cellin.com.tr,,Ankara,CELLIN ARGE,,http://www.cellin.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@biovalda.com.tr,,Ankara,BİOVALDA,+90 312 484 28 84,https://biovalda.com.tr/en/home/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,engin.kocak@enfalab.com.tr,,Ankara,BİOEN,,https://bioendiagnostics.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@bioart-arge.com,,Ankara,BİOART,,http://www.bioart-arge.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@bioretina.com.tr,,Ankara,BİORETİNA,+90 312 235 85 10,https://www.bioretina.com.tr/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,atakilerimalzeme@gmail.com,,Ankara,ATAK İLERİ MALZEME TEKNOLOJİLERİ,,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@ar-tecs.com,,Ankara,ARTECS A.Ş.,+90 312 484 55 15,https://ar-tecs.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,ankarayerbilimleri@gmail.com,,Ankara,ANKARA YER BİLİMLERİ,,http://www.ankarayerbilimleri.com/; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,alinozcan@gmail.com,,Ankara,AGEMA,+90 312 472 39 25 – 26,https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,ozgur@agbiyo.com,,Ankara,AGBİYO,+90 552 358 50 09,https://agbiyo.com; https://www.schema.org
MUHENDISLIK_BIYOTEKNOLOJI,info@actinobiotech.com,,Ankara,ActinoBioTech,,https://www.actinobiotech.com/; https://www.schema.org
YAZILIM-BILISIM,yenisavunma@gmail.com,,Ankara,YENİ SAVUNMA YAZILIM,,https://www.schema.org; https://yenisavunma.com/lander
YAZILIM-BILISIM,ekzoniletisim@gmail.com,,Ankara,VİV TEKNOLOJİ,,https://www.schema.org
YAZILIM-BILISIM,stakan@ankara.edu.tr,,Ankara,UMAI,,https://umai.tc/; https://www.schema.org
YAZILIM-BILISIM,info@tusmaster.com,,Ankara,TUSMASTER,,https://www.schema.org
YAZILIM-BILISIM,tus-data@hs01.kep.tr,,Ankara,TUSDATA,,https://www.schema.org; https://www.tusdata.com/
YAZILIM-BILISIM,tunc.toptas@teatechs.com,,Ankara,TEA YAZILIM,,https://www.schema.org; https://www.teatechs.com/
YAZILIM-BILISIM,info@talker.com.tr,,Ankara,TALKER,,https://www.schema.org; https://www.talker.com.tr/
YAZILIM-BILISIM,info@sundanismanlik.net,,Ankara,SUN PROJE TERCÜME,,https://www.schema.org; https://www.sundanismanlik.net/
YAZILIM-BILISIM,bilgi@stratek.com.tr,,Ankara,STRATEK,,http://www.stratek.com.tr/; https://www.schema.org
YAZILIM-BILISIM,uyetis@metu.edu.tr,,Ankara,SRI ÇEVRE TEKNOLOJİLERİ,,https://www.schema.org
YAZILIM-BILISIM,info@sorbiai.com,,Ankara,SORBI ALL,,http://www.sorbi.ai; https://www.schema.org
YAZILIM-BILISIM,yasar@simplexbt.com,,Ankara,SİMPLEX,+90 312 486 65 05,https://www.schema.org
YAZILIM-BILISIM,kealyamac@gmail.com,,Ankara,SEBİZA,,https://www.schema.org
YAZILIM-BILISIM,info@reformsoft.net,,Ankara,REFORMSOFT TEKNOLOJİ,,https://reformsoft.net/; https://www.schema.org
YAZILIM-BILISIM,info@promisesuper.app,,Ankara,PROMİSE,,https://promisesuper.app/; https://www.schema.org
YAZILIM-BILISIM,info@proders.com.tr,,Ankara,PRODERS,,https://tusbuddy.com/; https://www.schema.org
YAZILIM-BILISIM,muratkarakus60@gmail.com,,Ankara,PABASYS TECHNOLOGY,,https://pabasys.com.tr/; https://www.schema.org
YAZILIM-BILISIM,ozelbaskentataegitimdanismanlik@hs01.kep.tr,,Ankara,ÖZEL BAŞKENT ATA EĞİTİM,,https://www.schema.org
YAZILIM-BILISIM,toktasa@ankara.edu.tr,,Ankara,OPTİMAİ YAPAY ZEKA,,https://avesis.ankara.edu.tr/toktasa; https://www.schema.org
YAZILIM-BILISIM,info@ones.com.tr,,Ankara,ONES BİLİŞİM,,https://www.ones.com.tr/; https://www.schema.org
YAZILIM-BILISIM,nzn.bilisim@gmail.com,,Ankara,NZN BİLİŞİM,,https://www.nzn.com.tr/; https://www.schema.org
YAZILIM-BILISIM,zekeriya@idemania.net,,Ankara,NEXART,,https://www.schema.org
YAZILIM-BILISIM,gamze.yilmaz@ankara.edu.tr,,Ankara,NAZE TEKNOLOJİ,,https://www.schema.org
YAZILIM-BILISIM,hasanemreakkus@gmail.com,,Ankara,LUNA ICT,,https://www.schema.org
YAZILIM-BILISIM,omerturkmen.lumegate@gmail.com,,Ankara,LUMEGATE,,https://www.lumegate.com/; https://www.schema.org
YAZILIM-BILISIM,hayank19@gmail.com,,Ankara,LH ELEKTRONİK,,http://www.lhelektronik.com; https://www.schema.org
YAZILIM-BILISIM,kurebilgi@hs01.kep.tr,,Ankara,KÜRE BİLGİ TEKNOLOJİLERİ,,http://www.attackflow.com; https://www.schema.org
YAZILIM-BILISIM,baran.erdogan@kuzeyinc.com,,Ankara,KUZEY GLOBAL YAZILIM,,https://www.schema.org; https://www.secrcomp.com/
YAZILIM-BILISIM,kutuptercume@hs01.kep.tr,,Ankara,KUTUP TERCÜME,,https://www.schema.org
YAZILIM-BILISIM,iletisim@kolayik.com,,Ankara,KOLAY YAZILIM,,https://kolayik.com/; https://www.schema.org
YAZILIM-BILISIM,info@klearis.com,,Ankara,KLEARİS,,https://klearis.com/; https://www.schema.org
YAZILIM-BILISIM,kselvi59@gmail.com,,Ankara,KIYMET SELVİ DANIŞMANLIK,,https://www.kiymetselvi.com/en/; https://www.schema.org
YAZILIM-BILISIM,ahmetbaba2023@gmail.com,,Ankara,KENZ LEGAL,,http://www.kenzlegal.com; https://www.schema.org
YAZILIM-BILISIM,info@iwallet.com.tr,,Ankara,IWALLET,,https://www.schema.org
YAZILIM-BILISIM,info@hurraturkiye.com,,Ankara,HURRA EĞİTİM,,https://www.hurraturkiye.com/; https://www.schema.org
YAZILIM-BILISIM,dogukanturhal@gmail.com,,Ankara,HEXXLOCK TEKNOLOJİ,,http://www.hexxlock.com; https://www.schema.org
YAZILIM-BILISIM,busrgokce@gmail.com,,Ankara,HEARINGMIND,,https://www.schema.org
YAZILIM-BILISIM,coskunmustafa@ankara.edu.tr,,Ankara,HAİ BİLİŞİM YAZILIM,,https://www.schema.org
YAZILIM-BILISIM,iekara@gmail.com,,Ankara,GÜRSOY BİLİŞİM,,https://www.schema.org
YAZILIM-BILISIM,akbysf@gmail.com,,Ankara,GOOD MOOD GAMES,,https://www.schema.org
YAZILIM-BILISIM,iletisim@fernus.com.tr,,Ankara,FERNUS,,https://www.fernus.com.tr/; https://www.schema.org
YAZILIM-BILISIM,mustafa.eren@ddefence.com,,Ankara,DSS BIOENFORMATIK,,https://www.schema.org
YAZILIM-BILISIM,info@doniglobal.com,,Ankara,DONIGLOBAL,,https://doniglobal.com/; https://www.schema.org
YAZILIM-BILISIM,beyzadoganay@gmail.com,,Ankara,DATAVERSE,,https://www.schema.org
YAZILIM-BILISIM,turkmen_goksel@yahoo.com,,Ankara,DATART,,http://www.turkmengoksel.com/; https://www.schema.org
YAZILIM-BILISIM,mehmet.ucler@codeix.online,,Ankara,CODERS BİLİŞİM YAZILIM,,https://www.schema.org
YAZILIM-BILISIM,ahmet@charmy.app,,Ankara,CHARMY,,https://charmy.app/; https://www.schema.org
YAZILIM-BILISIM,chargepick@gmail.com,,Ankara,CHARGEPICK YAZILIM,,https://www.schema.org
YAZILIM-BILISIM,ihsandoganmd@gmail.com,,Ankara,CEREBROAD,,https://www.schema.org
YAZILIM-BILISIM,centbilisim@gmail.com,,Ankara,CENT BİLİŞİM YAZILIM,,http://www.aslan-lab.com/; https://www.schema.org
YAZILIM-BILISIM,info@bysproje.com,,Ankara,BYS GRUP DANIŞMANLIK,,http://www.bysproje.com.tr; https://www.schema.org
