company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
TEKNOLOJİ,,,Ankara,DAİİCHİ ELEKTRONİK SANAYİ ve TİCARET A.Ş.,,
TEKNOLOJİ,,Yazılım Geliştirme,Ankara,DAKİK YAZILIM TEKNOLOJİLERİ VE DANIŞMANLIK TİCARET LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,DATALİN BİLİŞİM TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,DATAMATE YAZILIM A.Ş.,,
TEKNOLOJİ,,"Yazılım geliştirme, Biyotıbbi mühendislik, tıbbi cihazlar ve araçlar imalatı, Multimedya t...",Ankara,DATAMED BİLGİSAYARLA İLETİŞİM VE TIBBİ DESTEK TİCARET LTD.ŞTİ.,,
TEKNOLOJİ,,,Ankara,DATAMİNE BİLİŞİM A.Ş,,
TEKNOLOJİ,,"Verilerin ve saklandıkları sistemlerin çeşitlenmesi, beraberinde veriye erişim noktasında ...",Ankara,DATATEAM BİLGİ TEKNOLOJİLERİ LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,DDTSOFT BİLİŞİM YAZILIM İLETİŞİM PROJE İTHALAT İHRACAT SANAYİ TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,DOA SMART TEKNOLOJİ VE DANIŞMANLIK A.Ş.,,
TEKNOLOJİ,,,Ankara,DONİKA YAZILIM A.Ş.,,
TEKNOLOJİ,,Yazılım Danışmanlık Eğitim,Ankara,DUSOFT YAZILIM DANIŞMANLIK EĞİTİM MİMARLIK TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,"Elektrodinamik sarsıcılar, MEMs ivmeölçer ve jiroskoplar, veri kayıt cihazları",Ankara,DYNALABS MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,"Nanoteknoloji, Biyoteknoloji, Optik",Ankara,E-A TEKNOLOJİ BİYOMEDİKAL CİHAZLAR DİJİTAL VE OPTİK SİSTEMLER NANOTEKNOLOJİ ARGE İTH. İHR....,,
TEKNOLOJİ,,YAZILIM,Ankara,EKİN SOFTWARE TEKNOLOJİ SAN. VE TİC. A.Ş.,,
TEKNOLOJİ,,Yazılım,Ankara,EKİNOKS YAZILIM DONANIM DANIŞMANLIK ELEKTRONİK İNŞAAT HARİTA VE MÜHENDİSLİK HİZMETLERİ SAN...,,
TEKNOLOJİ,,,Ankara,EKİPTESİN YAPAY ZEKA TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,EMARKABLE TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,Dijital İş Platformu,Ankara,EMVOP TEKNOLOJİ LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,"Kentsel dönüşüm, toplu değerleme alanları",Ankara,ENDEKSA TEKNOLOJİ A.Ş,,
TEKNOLOJİ,,,Ankara,ENGİN ÇAĞLAV,,
TEKNOLOJİ,,Dijital Pazarlama Yazılım Geliştirme,Ankara,ERELBİM YAZILIM BİLGİSAYAR İNŞAAT DEKORASYON TEKSTİL TURİZM EMLAK MAKİNA MADENCİLİK TAAHHÜ...,,
TEKNOLOJİ,,YAZILIM,Ankara,ERİCSSON ARAŞTIRMA GELİŞTİRME VE BİLİŞİM HİZMETLERİ ANONİM ŞİRKETİ -ANKARA ŞUBESİ,,
TEKNOLOJİ,,"Nesnelerin Interneti, Akıllı mekanlar, Akıllı toplantı odası",Ankara,ERSTE KURUMSAL ARAŞTIRMA VE YAZILIM TEKNOLOJİLERİ LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ A.Ş.,,
TEKNOLOJİ,,"Yazılım Geliştirme,Belediye Yazılımları",Ankara,EŞKOM BİLGİSAYAR SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,ETAXZEN MÜHENDİSLİK YAZILIM VE BİLİŞİM SANAYİ VE TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,YAZILIM,Ankara,ETİYA BİLGİ TEKNOLOJİLERİ YAZILIM SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,EXPEALTH YAZILIM SAĞLIK HİZMETLERİ TEKNOLOJİ VE SANAYİ TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,Test Sistemler,Ankara,FABRICATE MÜHENDİSLİK VE TEST SİSTEMLERİ A.Ş.,,
TEKNOLOJİ,,,Ankara,FARM VISION TARIM TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,,Ankara,FASTCUTE TEKNOLOJİ İNOVASYON A.Ş.,,
TEKNOLOJİ,,,Ankara,FATİH ÇAĞATAY AKYÖN,,
TEKNOLOJİ,,Yazılım,Ankara,FDN SOFT BILG. İNŞ. TEM TEKS GIDA MED PAZ SAN TIC LTD ŞTI.,,
TEKNOLOJİ,,YAZILIM,Ankara,FİGEN YAZILIM EVİ TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,FİNCEPTOR TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,"Yazılım, Web, Mobil, SaaS, Veri Yönetimi",Ankara,FİNKOTO BİLİŞİM TEKNOLOJİLERİ A.Ş.,,
TEKNOLOJİ,,,Ankara,FİNTELA YAPAY ZEKA VE BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,FİRENK YAZILIM TEKNOLOJİ DANIŞMANLIK A.Ş.,,
TEKNOLOJİ,,,Ankara,FLEXVİSİON TEKNOLOJİ DANIŞMANLIK LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,FORBODY TEKNOLOJİ YAZILIM TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,FRUMATIC BİLİŞİM İLETİŞİM BİLG. TEKN. SAN. VE TİC. A.Ş.,,
TEKNOLOJİ,,,Ankara,FUGEVET YAZILIM DONANIM DANIŞMANLIK BİLİŞİM SİSTEMLERİ İTHALAT İHRACAT LTD. ŞTİ.,,
TEKNOLOJİ,,Sağlık Teknolojileri ve Yazılımları,Ankara,GALİLEO TIP TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,GAMEOGRAM BİLİŞİM A.Ş.,,
TEKNOLOJİ,,"Oyun, Savunma",Ankara,GELİŞİMPARK EĞİTİM BİLİŞİM VE DANIŞMANLIK LTD.ŞTİ.,,
TEKNOLOJİ,,Yazılım Çözüm Ortağı & İnovasyon Şirketi,Ankara,GENIXO BİLİŞİM VE TEKNOLOJİ ANONİM ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,GEOPLATO MÜHENDİSLİK MÜŞAVİRLİK İNŞAAT SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,GİBY GAMES OYUN TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,GİJUTSULABS MÜHENDİSLİK DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,GLAZE SOUND SES TASARIM YAZILIM VE DANIŞMANLIK LTD. ŞTİ.,,
TEKNOLOJİ,,İletişim Teknolojileri,Ankara,GLOBALPBX İLETİŞİM TEKNOLOJİLERİ A.Ş.,,
TEKNOLOJİ,,,Ankara,GÖKDOĞAN TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,GÜLÜMSER SAĞLIK EĞİTİM DANIŞMANLIK VE TİCARET ANONİM ŞİRKETİ,,
TEKNOLOJİ,,"RF, Anten, Mikrodalga",Ankara,HAMLE RF ELEKTRİK VE ELEKTRONİK A.Ş.,,
TEKNOLOJİ,,"Savunma, Havacılık",Ankara,HARP SAVUNMA SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,HEARTSAPİENS MEDİKAL TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,,Ankara,HELİODOR YAZILIM ARGE PROJE DANIŞMANLIK MEDİKAL İÇ VE DIŞ TİCARET SANAYİ LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,HESAPLIYAŞA FİNANSAL TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,,Ankara,HİDRO TOHUM VE BİYOTEKNOLOJİ ANONİM ŞİRKETİ,,
TEKNOLOJİ,,"Yazılım, Oyun",Ankara,HYPERNOVA TEKNOLOJİ OYUN BİLİŞİM VE DANIŞMANLIK A.Ş.,,
TEKNOLOJİ,,,Ankara,IMAGINARY WORLDS YAZILIM VE BİLGİSAYAR TİCARET İTHALAT İHRACAT A.Ş.,,
TEKNOLOJİ,,,Ankara,INFOART YAZILIM VE DANIŞMANLIK LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,"YAZILIM, ELEKTRONİK, REKLAM",Ankara,INNOLOGY BİLİŞİM ARAŞTIRMA GELİŞTİRME ELEKTRONİK R0EKLAM DANIŞMANLIK SANAYİ VE TİCARET AŞ,,
TEKNOLOJİ,,,Ankara,İBRAHİM TUNA ÖZDÜR,,
TEKNOLOJİ,,,Ankara,İKM BİLİŞİM YAZILIM SANAYİ VE TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,Yazılım Geliştirme,Ankara,İLG BİLİŞİM TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME VE DANIŞMANLIK HİZ. SAN. TİC. LTD. ŞTİ.,,
TEKNOLOJİ,,İLİKSOFT YAZILIM SANAYİ TİCARET ANONİM ŞİRKETİ,Ankara,İLİKSOFT YAZILIM SANAYİ TİCARET ANONİM ŞİRKETİ,,
TEKNOLOJİ,,"Biyomedikal, Elektrik Elektronik, Yazılım",Ankara,İNFİNİA MÜHENDİSLİK A.Ş.,,
TEKNOLOJİ,,"Eğitim Simülatörü, Kimya ve Biyokimya laboratuvar cihazları tasarımı, robotik sistemler ta...",Ankara,İNOVED ELEKTRONİK SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,İNTER-TECH BİLGİ İŞLEM VE PAZARLAMA TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,İNTERZOON TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,İNTES TEKNOLOJİ A.Ş.,Ankara,İNTES TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,,Ankara,İNTRON BİLİŞİM YAZILIM TANITIM VE TASARIM HİZMETLERİ SANAYİ TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,İVER TEKNOLOJİ LTD. ŞTİ.,,
TEKNOLOJİ,,www.januskimya.com,Ankara,JANUS KİMYA ANONİM ŞİRKETİ,,
TEKNOLOJİ,,Yazılım,Ankara,JEOIT INTERNET TEKNOLOJİLERİ BİLGİSAYAR BİLİŞİM MÜHENDİSLİK ENERJİ TİCARET LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,"Yazılım, Bilişim, Teknoloji, Eğitim, Reklam",Ankara,KAM İNOVASYON BİLİŞİM REKLAMCILIK A.Ş.,,
TEKNOLOJİ,,"YAZILIM GELİŞTİRME, KABLOSUZ MOBİL İLETİŞİM SİST.,FİBER VE DİĞER KARASAL İLETİŞİM SİST. VE...",Ankara,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,KAREL İLERİ TEKNOLOJİLER ANONİM ŞİRKETİ,,
TEKNOLOJİ,,Yazılım geliştirme,Ankara,KARMASİS BİLİŞİM ÇÖZÜMLERİ TİCARET LTD.ŞTİ.,,
TEKNOLOJİ,,YAZILIM,Ankara,KEY YAZILIM ÇÖZÜMLERİ A.Ş.,,
TEKNOLOJİ,,"Big Data, Analytics, Cognitive, Cloud",Ankara,KİMOLA VERİ TEKNOLOJİLERİ A.Ş.,,
TEKNOLOJİ,,,Ankara,KİRPİ STUDİO YAZILIM ELEKTRONİK SANAYİ VE TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,"Bilgi İşlem hizmetleri, uluslararası hizmetler, danışmanlık ve yazılım geliştirme",Ankara,KMO BİLGİ SİSTEMLERİ MÜŞAVİRLİK A.Ş.,,
TEKNOLOJİ,,"e-fatura, e-defter, e-arşiv, e-irsaliye, KEP",Ankara,KOLAYSOFT TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,Yazılım,Ankara,KONUMSAL BİLGİ DÖKÜMANTASYON İLETİŞİM SİSTEMLERİ TİCARET LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,KORSİS TEKNOLOJİ ANONİM ŞİRKETİ,,
TEKNOLOJİ,,"Yazılım, Telekomünikasyon",Ankara,KRON TEKNOLOJİ A.Ş.,,
TEKNOLOJİ,,"Mobil yazılım geliştirme, giyilebilir teknoloji",Ankara,KUIXO BİLİŞİM TEKNOLOJİLERİ A.Ş.,,
TEKNOLOJİ,,YAZILIM,Ankara,KV331 YAZILIM LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,LA2 DYNAMICS MÜHENDİSLİK A.Ş.,,
TEKNOLOJİ,,,Ankara,LAPS STUDİO OYUN TEKNOLOJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
TEKNOLOJİ,,,Ankara,LIVEMEDY SAĞLIK PLATFORMU ANONİM ŞİRKETİ,,
TEKNOLOJİ,,LİDYA GENOMİCS YAZILIM İTHALAT VE İHRACAT LTD. ŞTİ.,Ankara,LİDYA GENOMİCS YAZILIM İTHALAT VE İHRACAT LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,LİMAK DİJİTAL TEKNOLOJİLER VE YAZILIM SAN. TİC. A.Ş.,,
TEKNOLOJİ,,Yazılım Geliştirme,Ankara,LİMAK TEKNOLOJİ YAZILIM SAVUNMA SANAYİ VE TİCARET A.Ş.,,
TEKNOLOJİ,,,Ankara,LOCAL US BİLİŞİM A.Ş.,,
TEKNOLOJİ,,"Taramalı konfokal mikroskop, taramalı spektrometre ve fotoakım ölçüm düzenekleri",Ankara,LST SCIENTIFIC INSTRUMENTS BİLİŞİM YAZILIM TEKNOLOJİ ARAŞTIRMA GELİŞTİRME TİCARET LTD. ŞTİ...,,
TEKNOLOJİ,,"Danışmanlık, Yazılım",Ankara,MAARİFA BİLGİSAYAR BİLİŞİM ELEKTRONİK DANIŞMANLIK İTHALAT İHRACAT TİC. LTD. ŞTİ.,,
TEKNOLOJİ,,MAFUSTO YAZILIM VE BİLGİ TEKNOLOJİLERİ A.Ş.,Ankara,MAFUSTO YAZILIM VE BİLGİ TEKNOLOJİLERİ A.Ş.,,
TEKNOLOJİ,,Yazılım geliştirme,Ankara,MAP ORGANİZASYON A.Ş.,,
TEKNOLOJİ,,,Ankara,MATWARE BİLİŞİM A.Ş.,,
TEKNOLOJİ,,MECRA YAZILIM VE İLETİŞİM DANIŞMANLIĞI ANONİM ŞİRKETİ,Ankara,MECRA YAZILIM VE İLETİŞİM DANIŞMANLIĞI ANONİM ŞİRKETİ,,
TEKNOLOJİ,,"HASTANELER,TIP MERKEZLERİ,POLİKLİNİKLER,Yazılım geliştirme",Ankara,MEDDATA BİLİŞİM İLETİŞİM PROJE DANIŞMANLIK MED.TİC. LTD. ŞTİ.,,
TEKNOLOJİ,,,Ankara,MEHMET VURAL,,
