company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
,,,Ankara,HOPE BİYOTEKNOLOJİ ARAŞTIRMA VE GELİŞTİRME SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,HRPANDA TEKNOLOJİ YAZILIM VE DANIŞMANLIKSANAYİ TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,IDESPARK YAZILIM A.Ş.,,
,,,Ankara,İNVİVO YAZILIM VE TEKNOLOJİ ANONİM ŞİRKETİ,,
,,,Ankara,LIMBUSTEM ARGE SAĞLIK VE DANIŞMANLIK HİZMETLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,MAREMED ARGE DANIŞMANLIK SAN. VE TİC. ANONİM ŞİRKETİ,,
,,,Ankara,MİKROMİKS BİYOTEKNOLOJİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,NATCO SÜRDÜRÜLEBILIR DOGAL BIYOTEKNOLOJI ÜRÜNLERI KOZMETIK VE DANISMANLIK SANAYI TICARET LIMITED SIRKETI,,
,,,Ankara,NEO İNNOVİA TEKNOLOJİ SİSTEMLERİ GIDA MAKİNALARI VE TIBBİ CİHAZ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,ONARFA MÜHENDİSLİK ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET LTD. ŞTİ.,,
,,,Ankara,PHOCA OYUN VE YAZILIM DANIŞMANLIK SANAYİ TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,POEMECH MAKİNE ARGE SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,REBIOCA BİYOTEKNOLOJİ ARAŞTIRMA GELİŞTİRME DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,RFPI MEDİKAL GÖRÜNTÜLEME TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,SARMAN AKILLI TARIM TEKNOLOJİLERİ TARIM MAKİNALARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,SAVRANSİS ELEKTRONİK VE BİLİŞİM SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,SCOVE ARAŞTIRMA SİSTEM GEL.YAZ.DONANIM DAN.İTH.İHR.SAN.TİC.A.Ş.,,
,,,Ankara,SOLENDO TIBBİ ÜRÜNLER SANAYİ TİCARET LTD.ŞTİ.,,
,,,Ankara,UNIQUE BİYOTEKNOLOJİ ANONİM ŞİRKETİ,,
,,,Ankara,WIND AND SOLAR POWER SYSTEMS ENERJİ SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,7CS YAZILIM VE TEKNOLOJİ HİZMETLERİ ANONİM ŞİRKETİ,,
,,,Ankara,ACADEMICHEM KİMYA ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,ACİLİM ÖZEL SAĞLIK TEŞHİS TEDAVİ EĞİTİM VE DANIŞMANLIK HİZMETLERİ SAN. TİC. LİMİTED ŞİRKETİ,,
,,,Ankara,AIXTECH TEKNOLOJİ LİMİTED ŞİRKETİ,,
,,,Ankara,AKAMEDİKA MEDİKAL GELİŞİM AKADEMİSİ ANONİM ŞİRKETİ,,
,,,Ankara,AKÇAM TEKNOLOJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,ANADOLİVE GIDA VE SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,ANDROMEDY DİJİTAL ÇÖZÜMLER VE TİCARET SANAYİ LİMİTED ŞİRKETİ,,
,,,Ankara,ANOVA ARGE TEKNOLOJİLERİ SAN. VE TİC. A.Ş.,,
,,,Ankara,APOLLO IOT YAZILIM VE ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
,,,Ankara,AQUALG BİYOTEKNOLOJİ SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,ARFİTECT YAZILIM A.Ş.,,
,,,Ankara,B PREG KOMPOZİT VE TEKSTİL MÜHENDİSLİK DANIŞMANLIK SANAYİ TİCARET A.Ş.,,
,,,Ankara,BLUEİT YAZILIM VE DANIŞMANLIK LİMİTED ŞİRKETİ,,
,,,Ankara,BONEGRAFT BİYOLOJİK MALZEMELER SANAYİ VE TİCARET A.Ş.,,
,,,Ankara,BOTART YAZILIM ve BİLGİ TEKNOLOJİLERİ AR-GE A.Ş.,,
,,,Ankara,BR MAĞAZACILIK TİCARET ANONİM ŞİRKETİ TEKNOPARK ŞUBESİ,,
,,,Ankara,CFM IOT YAZILIM TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
,,,Ankara,CND ARGE VE DANIŞMANLIK SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,COOL DİJİTAL SANAYİ VE TİCARET LTD. ŞTİ.,,
,,,Ankara,CORE ARAŞTIRMA VE GELİŞTİRME TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
,,,Ankara,CORE CODE YAZILIM LİMİTED ŞİRKETİ,,
,,,Ankara,DaBNet BİLİŞİM TEKNOLOJİLERİ VE HİZMETLER LTD. ŞTİ.,,
,,,Ankara,DAF TEKNOLOJİ SAN. TİC. LTD. ŞTİ.,,
,,,Ankara,DEFY DİJİTAL YAZILIM HİZMETLERİ ANONİM ŞİRKETİ,,
,,,Ankara,DERMİS PHARMA SAĞLIK VE KOZ. ÜRÜNLERİ. SAN. TİC. A.Ş.,,
,,,Ankara,DOKTAR TEKNOLOJİ ANONİM ŞİRKETİ,,
,,,Ankara,DOSA BİLGİ TEKNOLOJİLERİ TİC. LTD. ŞTİ.,,
,,,Ankara,DYNEL ELEKTROMEKANİK SANAYİ VE TİCARET LTD. ŞTİ.,,
,,,Ankara,DYT BİYOTEKNOLOJİ ARGE VE DANIŞMANLIK SAN. VE TİC. LTD.ŞTİ,,
,,,Ankara,EDUJİ ARAŞTIRMA GELİŞTİRME YAZILIM TASARIM VE DANIŞMANLIK ANONİM ŞİRKETİ,,
,,,Ankara,EFİLLİ YAZILIM TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,EGE DEPA SU ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,EGE SCIENCE PRO BİLİMSEL ARAŞTIRMA A.Ş.,,
,,,Ankara,EKOHOPS GERİ DÖNÜŞÜM TEKNOLOJİ İTHALAT İHRACAT VE DANIŞMANLIK SANAYİ TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,ELEKTRAİN MÜHENDİSLİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,ELRON YAZILIM BİLGİSAYAR İNŞ. TUR. SAN. TİC. LTD. ŞTİ.,,
,,,Ankara,EMA BİLGİ TEKNOLOJİ VE YAZILIM ANONİM ŞİRKETİ,,
,,,Ankara,ENIO ÇEVRE TEKNOLOJİLERİ LTD. ŞTİ,,
,,,Ankara,EPSİLON EGE ARAŞTIRMA GELİŞTİRME ÖZEL SAĞLIK HİZMETLERİ DANIŞMANLIK EĞİTİM ORGANİZASYONU LTD.ŞTİ.,,
,,,Ankara,ERAS İNOVASYON VE İLERİ MÜHENDİSLİK TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
,,,Ankara,ESDERA BİLİŞİM MÜHENDİSLİK PROJE VE DANIŞMANLIK ANONİM ŞİRKETİ,,
,,,Ankara,ESSENTIAL AROMATİK TIBBİ BİTKİLERİ ORGANİK İYİ TARIM SAN.TİC.LTD.ŞTİ.,,
,,,Ankara,ETNASİS ENDÜSTRİYEL BİLİŞİM EĞİTİM VE DANIŞMANLIK ANONİM ŞİRKETİ,,
,,,Ankara,FPİCT BİLİŞİM SİSTEMLERİ FİNANSAL DANIŞMANLIK VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,GALAKSİYA BİLİŞİM TEKNOLOJİLERİ VE DANIŞMANLIK YAYINCILIK SANAYİ VE TİCARET LTD. ŞTİ.,,
,,,Ankara,GELİVO TECH TARIMSAL VE KİMYASAL TEKN.GIDA VE SAĞL.ÜR.DAN.SAN.TİC.LTD.ŞTİ,,
,,,Ankara,GENFOQUEST ANALYTICA BİLİŞİM VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,GENPOL SAĞLIK HİZMETLERİ VE LABORATUVAR SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,GORİLLA YAZILIM ANONİM ŞİRKETİ,,
,,,Ankara,HERBATEK ARAŞTIRMA VE GELİŞTİRME BİYOTEKNOLOJİ ÜRETİM PAZARLAMA ANONİM ŞİRKETİ,,
,,,Ankara,HERBS AGRO TECH ÜRÜN GELİŞTİRME DANIŞMANLIK SANAYİ TICARET ANONİM ŞİRKETİ,,
,,,Ankara,HRPANDA TEKNOLOJİ YAZILIM VE DANIŞMANLIKSANAYİ TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,INVGARDEN BİLİŞİM TEKNOLOJİLERİ ARGE YEN. ENJ. ELK. TUR. SAN. VE TİC. LTD. ŞTİ,,
,,,Ankara,IZMEER YAZILIM TICARET ANONIM SIRKETI,,
,,,Ankara,İNCENSUS MEKATRONİK ARGE VE DANIŞMANLIK HİZMETLERİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,İNOGEN BİLGİ TEKNOLOJİLERİ DANIŞMANLIK EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,İNVİVO YAZILIM VE TEKNOLOJİ ANONİM ŞİRKETİ,,
,,,Ankara,KARBİL YAZILIM VE BİLİŞİM TEKNOLOJİLERİ TİC. A.Ş.,,
,,,Ankara,KARYA SMD BİLİŞİM BİLGİSAYAR YAZILIM ELEKTRONİK İNŞAAT TARIM GIDA TURİZM SAN. TİC. LTD. ŞTİ.,,
,,,Ankara,KENT KART TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,,
,,,Ankara,KUİKA YAZILIM SANAYİ VE TİCARET A.Ş.,,
,,,Ankara,LIMBUSTEM ARGE SAĞLIK VE DANIŞMANLIK HİZMETLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,LOGGMA YAZILIM ELEKTRİK ELEKTRONİK A.Ş.,,
,,,Ankara,LTA TEKNOLOJİ ANONİM ŞİRKETİ,,
,,,Ankara,LYPSOS MİNERAL ANONİM ŞİRKETİ,,
,,,Ankara,MAREMED ARGE DANIŞMANLIK SAN. VE TİC. ANONİM ŞİRKETİ,,
,,,Ankara,MECATEX MAKİNE TEKSTİL ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,MENTAL SEGMENT ELEKTRONİK BİLİŞİM YAYINCILIK ÖZEL EĞİTİM OYUNCAK SAN. VE TİC. LTD. ŞTİ.,,
,,,Ankara,METASOFT BİLGİSAYAR BİLGİ İŞLEM HİZMETLERİ SAN.TİC.LTD.ŞTİ.,,
,,,Ankara,MİGİSAN TARIM ÜRÜNLERİ VE KONF. SAN. TİC. A.Ş.,,
,,,Ankara,MİKROMİKS BİYOTEKNOLOJİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,MİRAİKAN AGRO TEKNOLOJİ TARIM SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,MOBGE YAZILIM GELİŞTİRME VE BİLİŞİM TEK. SAN. TİC. LTD. ŞTİ.,,
,,,Ankara,MULTİGEN SAĞLIK HİZMETLERİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,NATCO SÜRDÜRÜLEBILIR DOGAL BIYOTEKNOLOJI ÜRÜNLERI KOZMETIK VE DANISMANLIK SANAYI TICARET LIMITED SIRKETI,,
,,,Ankara,NEO İNNOVİA TEKNOLOJİ SİSTEMLERİ GIDA MAKİNALARI VE TIBBİ CİHAZ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,NESNE ELEKTRONİK TASARIM DANIŞMANLIK LTD. ŞTİ.,,
,,,Ankara,NİSH TEKNOLOJİ TASARIM VE GELİŞTİRME SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,NMG YAZILIM VE SAGLIK HIZMETLERI ANONIM SIRKETI,,
,,,Ankara,NOTITEK YAZILIM SANAYI TICARET ANONIM SIRKETI,,
,,,Ankara,NUMESYS İLERİ MÜHENDİSLİK HİZMETLERİ A.Ş.,,
,,,Ankara,ODC İş Çözümleri Danışmanlık Tic. A.Ş.,,
,,,Ankara,ONUR İNŞAAT YAZILIM BİLGİSAYAR ENERJİ REKLAM YAPI MALZEMELERİ LABORATUVARI MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,PARKİM PARFÜM PLASTİK VE KİMYA SAN. LTD. STİ.,,
,,,Ankara,PAYMES ELEKTRONİK TİCARET VE BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
,,,Ankara,PEDİATRİPLUS ARGE VE DANIŞMANLIK SAN.TİC.LTD.ŞTİ.,,
,,,Ankara,PHOCA OYUN VE YAZILIM DANIŞMANLIK SANAYİ TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,PHST MEDİKAL EĞİTİM YAZILIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,POEMECH MAKİNE ARGE SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,POLEN TOHUMCULUK SAN. VE TİC. A.Ş.,,
,,,Ankara,PROGE ARAŞTIRMA GELİŞTİRME ELEKTRİK ELEKTRONİK MAKİNE EĞİTİM DANIŞMANLIK MÜHENDİSLİK LİMİTED ŞİRKETİ,,
,,,Ankara,PRONGEN TECH BİYOTEKNOLOJİ ARAŞTIRMA VE GELİŞTİRME SAN.TİC.A.Ş.,,
,,,Ankara,RAPSODO YAZILIM ANONİM ŞİRKETİ,,
,,,Ankara,REBIOCA BİYOTEKNOLOJİ ARAŞTIRMA GELİŞTİRME DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,REMEDİUM TEŞHİS VE TEDAVİ ÜRÜNLERİ SAN. TİC. A.Ş,,
,,,Ankara,RFPI MEDİKAL GÖRÜNTÜLEME TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,RUBY OYUN VE YAZILIM DANISMANLIK SANAYI TICARET ANONIM SIRKETI,,
,,,Ankara,SGO TEKSTİL TEKNOLOJİ ARAŞTIRMA GEL.VE DAN.SAN.TİC.LTD.ŞTİ.,,
,,,Ankara,SMART CAPİTAL YAZILIM VE DANIŞMANLIK ANONİM ŞİRKETİ,,
,,,Ankara,SOFTWARE ARGE SANAYİ VE TİCARET A.Ş.,,
,,,Ankara,SOLENDO TIBBİ ÜRÜNLER SANAYİ TİCARET LTD.ŞTİ.,,
,,,Ankara,SORANUS ARGE VE DANIŞMANLIK HİZMETLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,SVS MEKATRONİK MÜHENDİSLİK DANIŞMANLIK MAKİNA ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,TAMSDATA YAZILIM TEKNOLOJİLERİ ANONİM ŞİRKETİ,,
,,,Ankara,TEACHERNET ELEKTRONİK YAYINCILIK EĞİTİM VE DANIŞMANLIK HİZMETLERİ ANONİM ŞİRKETİ,,
,,,Ankara,TECHTİLE YAZILIM A.Ş.,,
,,,Ankara,TEMPO TEKNOLOJİ SAĞLIK ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,TRIANGLE RENEWABLE ENERJİ ARGE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,TSEARCH AROMATİK BİTKİLER SANAYİ VE TİCARET ANONİM ŞİRKETİ,,
,,,Ankara,UNIQUE BİYOTEKNOLOJİ ANONİM ŞİRKETİ,,
,,,Ankara,UNIVERLIST TEKNOLOJİ SAN. VE TİC. A.Ş,,
,,,Ankara,ÜNİ-PA ÜNİVERSİTE PAZARLAMA & BİLGİSAYAR İNTERNET TİCARET A.Ş.,,
,,,Ankara,VİSULUMA TASARIM BİLİŞİM İÇ VE DIŞ TİCARET LTD.ŞTİ,,
,,,Ankara,VİVAMUS TARIM VE İLAÇ ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ EGE TEKNOPARK ŞUBESİ,,
,,,Ankara,WATER POLLUTANTS EXTRACTOR KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,WIND AND SOLAR POWER SYSTEMS ENERJİ SANAYİ TİCARET LİMİTED ŞİRKETİ,,
,,,Ankara,YULUĞ MÜHENDİSLİK İNŞAAT PEYZAJ TARIM SAN. FUARCILIK HİZMETLERİ TİC. LTD. ŞTİ.,,
,,,Ankara,ZONIAX INOVASYON BILGISAYAR BÜRO MAKINALARI VE YAZILIMLARI İTH.İHR.SAN.TİC.LTD.ŞTİ,,
,,,Ankara,ZOOTOPRAK ORGANİK GÜBRE TARIM HAYVANCILIK VE ENERJİ ÜRETİM DANIŞMANLIK SANAYİ TİCARET LTD. ŞTİ.,,
