company_area,company_contact_mail,company_desc,company_location,company_name,company_phone,company_website
767,,"2013 yılında kurulan Arveon Bilişim, yenilikçi yazılım çözümleri sunarak dijital dönüşümde öncü bir rol üstlenmektedir. Kurumsal iş çözümlerine ve Ar-Ge çalışmalarına odaklanan şirketimiz, müşterilerinin ihtiyaçlarına özel, yüksek kaliteli ve ileri teknolojiye dayalı hizmetler sunmaktadır. Müşteri memnuniyetini ön planda tutarak, sürekli gelişim ve inovasyon anlayışıyla sektörde güvenilir bir iş ortağı olmayı hedefliyoruz.",Ankara,ARVEON Bilişim Mühendislik Yazılım Tic. Ltd. Şti,,https://www.arveon.com.tr/
772,,"ASENTEK, savunma ve malzeme teknolojileri, ince film kaplamalar, fonksiyonel yüzeyler, elektro-optik aygıtlar, elektrospinning cihazları, opto mekanik komponentler,&nbsp;ışık kıyıcıları ve sensörlerinin geliştirilmesi konularında araştırma-geliştirme ve üretim faaliyetleri yürütmekte ve ilgili alanlarda teknik ve bilimsel hizmetler sunmaktadır",Ankara,ASENTEK Savunma,,https://asentek.net/
771,,"Merhaba! Biz, modern aydınlatma kontrol sistemleri konusunda uzman bir firma olarak faaliyet göstermekteyiz. Amacımız, aydınlatma alanında enerji verimliliği, kullanıcı konforu ve teknolojik yenilikleri bir araya getirerek en iyi çözümleri sunmaktır.",Ankara,Aydın SARIKAYA Mühendislik Ltd. Şti.,,https://www.aydn.com.tr
767,,"Ayrota Yazılım Teknolojileri olarak, MEMS tabanlı IMU'lardan radar sistemlerine kadar geniş bir veri yelpazesini sinyal işleme ve derin öğrenme algoritmalarıyla anlamlandırarak yüksek performanslı ve yenilikçi yazılımlar geliştiriyoruz. Gerçek zamanlı veri işleme, yapay zeka ve derin öğrenme tabanlı çözümlerle, sensörlerden gelen verileri iç görülere dönüştürerek kullanıcı dostu arayüzlerde görselleştiriyor ve daha ileri seviye sistemler geliştirmek için kullanıyoruz. Aynı zamanda, geliştirmek olduğumuz ""GPS Olmayan Ortamlar için Derin Öğrenme Destekli Ataletsel Navigasyon"" sistemi gibi fiziksel dünyaya yakınsayan ürünlerin sanal ortamda simülasyon, test ve doğrulama faaliyetlerini yürütüyoruz",Ankara,AYROTA Yazılım Teknolojileri Anonim Şirketi,,https://ayrota.com/
767,,"Kurulduğumuz ilk yıl bakiyem.com ekibi olarak ödeme yazılımlarının bizleri ne kadar çok yorduğunu fark ettik. Sektörel bazlı özel çözümler üretirken kendi yaşadığımız sorunlara bir çözüm bulma amacıyla ödeme çözümleri sektörüne girmeye karar verdik. Ödeme yazılımları konusunda kendi yaşadığımız sorunlara çözümler üretirken bir yandan da müşterilerimizin yaşadığı sorunları gözlemleme şansımız oldu. Bu doğrultuda, kullanımı kolay ve müşterilerimizin refere edebileceği bir yapı kurduk. Tüm bu süreçte fark ettik ki ödeme yazılımlarını dikey çözümlerle birleştirdiğimiz de kullanıcıların hem marka sadakatleri hem de müşteri memnuniyetleri artıyor ve bu memnuniyetlerini daha çok dile getiriyorlar. Bu nedenle bakiyem.com ekibi olarak 10’dan fazla dikey yazılım ürettik. Çok kısa sürede ses getiren yazılımlarımız sayesinde ödeme kuruluşu olarak sektöre girmek isteyen firmalara danışmanlık ve yazılım hizmeti verdik.",Ankara,Bakiyem Ödeme Çözümleri ve Teknolojileri A.Ş.,,https://bakiyem.com/
767,,"BenimPOS, KOBİ’lerin mobil, web ve masaüstü platformlarda bulut olarak perakende satış ve stok takip ihtiyaçlarını karşılayan ve yaptıkları satışlar doğrultusunda akıllı satış önerileri ile satışlarını arttırmayı hedefleyen ödeme ve alacaklarını takip etmelerini sağlayan internet tabanlı mağaza takip yazılımıdır. BenimPOS ile işletmeler ürün, stok, cari, firma, personel, gelir / gider gibi iş sürecindeki tüm hareketleri takip eder.",Ankara,BenimPOS Bilişim Teknolojileri Limited Şirketi,,https://www.benimpos.com
769,,"BEYLER SAĞLIK, 30 yıllık bir deneyimin sonucu olarak kurulmuştur ve Ankara Merkezlidir. Afrika da Kampala UGANDA da BEYLER AFRİKA bünyesinde Yerel ofisi bulunmaktadır. BEYLER SAĞLIK, Ulusal ve Uluslararası birçok sağlık tesisinin projelendirilmesi, kuruluşu ve işletilmesi dahil olmak üzere anahtar teslimi hastane yapımı ve işletilmesi süreçlerini yönetmektedir. Uzun soluklu deneyimlerin yol gösterdiği ve konularında uzman olan profesyonel çalışma anlayışına sahip ekiplerden oluşan BEYLER SAĞLIK, 2010 yılından sonra Sağlık Bakanlığı Kamu Özel Ortaklığı İdaresi tarafından uygulamaya konan ve ihaleleri yapılmaya devam eden PPP (Kamu Özel Ortaklığı) diğer adıyla Şehir Hastanelerine projelendirilmesinden başlayarak, işletme dahil tüm süreçleri de içine alan Danışmanlık hizmeti vermeye başlamıştır. BEYLER SAĞLIK, Anahtar teslimi hastane projeleri yapmakta, bunun yanında Sağlık sektöründeki kurumlara ve sağlık kuruluşlarına sağlık danışmanlığı hizmeti vermektedir.",Ankara,Beyler Sağlık Bilişim Savunma Danışmanlık Sanayi ve Ticaret Ltd. Şti.,,https://beylersaglik.com/
767,,"Sıfırdan ileri seviyeye, her seviyedeki kullanıcılar için e-ticaret serüveninde ihtiyaç olan tüm ürünler tek çatı altında...",Ankara,Bigocto Yazılım A.Ş.,,https://bigocto.com/
767,,"Birkil uçtan uca yenilikçi çözümler üreten, kalıcı müşteri memnuniyeti odaklı hizmet sunmayı hedefleyen bir ekipten oluşmakta ve tecrübeli ekibi ile ürün yelpazesini her daim genişletmektedir. Çalıştığı üreticilere ait tüm sertifikaları tamamlayan Birkil, her geçen gün kendini daha da geliştirerek ilerlemektedir. Yaptığı işler ile daima ön planda olmayı başarmış müşterilerinin memnuniyetini her şeyin üzerinde tutan Birkil, gelişen son teknolojileri daima takip ederek, onların ihtiyaçlarını en güvenilir şekilde, en uygun şartlar ve en güncel teknoloji ile sunmayı amaçlamıştır. Sunduğu her çözümde alanında en uzman çalışanları ile hizmet veren Birkil dünya bilişim teknolojilerinin önde gelen firmaları ile iş ortaklığını en etkili şekilde sürdürmeyi ilke edinmiştir.",Ankara,BİRKİL BİLİŞİM TEKNOLOJİLERİ A.Ş.,,www.birkilbilisim.com
772,,,Ankara,Bisolar Enerji Ar-Ge Dan. San. Tic. Ltd. Şti.,,http://bisolarenerji.com/
770,,"Hava araçlarının güvenli şekilde iniş-kalkış-yönlendirme faaliyetlerini gerçekleştirilebilmesi için gerekli aydınlatma  ve  kontrol/izleme sistemleri geliştirmekteyiz. Ayrıca MIL-STD uyumlu, hava araçlarının iç ve dış alanlarında bulunan aydınlatma ekipmanlarının tasarım-yazılım geliştirme süreçleri yürütülmektedir.",Ankara,BLAU LICHTECH Savunma Sanayi Limited Şirketi,,www.blaulichtech.com
767,,,Ankara,BSİ Mühendislik Sanayi Ticaret Limited Şirketi,,http://www.bsimuhendislik.com/
767,,Temel Hizmetlerimiz. 20 yıllık deneyimi barındıran farklı disiplinlerden gelen personelin bir araya geldiği bir teknoloji şirketidir,Ankara,BSS BİLGİ TEKNOLOJİLERİ A.Ş.,,www.bss.com.tr
767,,"Neuroogle Mobil aile sağlığı çalışanlarına, aile hekimlerine ve aile sağlığı personellerine, yöneliktir. Neuroogle Mobil ile Karar Destek Sistemi performans bilgilerinizi kolayca takip edebileceksiniz. Yapılması gerekenleri ve varsa eksik uygulamalarınızı kolaylıkla fark edip tamamlayabileceksiniz. Neuroogle Mobil, günlük değişen KDS bilgilerinizi otomatik olarak her sabah arka planda sorgulayacak ve en güncel bilgileri sizlere gösterecektir. Dilerseniz en güncel bilgileri manuel olarak sizler de sorgulayabileceksiniz.
Neuroogle Mobil'in KDS ile ilgili özellikleri Neuroogle Mobil'i kullanan tüm aile sağlığı çalışanlarına açıktır. Bunun yanı sıra Neuroogle AHBS kullanıcıları, Neuroogle AHBS ile Neuroogle Mobil'i senkronize ederek; Kesin kayıtlı hastaları, Aileleri, Hastalara ait randevuları,
O günkü işlem listesi, Muayene işlem kuyruğu listesi ve bildirimleri, Özellikli/Öncelikli İzlem işlemleri, MHRS randevuları, Aile hekimi sorgulama, Hastalık Yönetim Platformu, E-Nabız görüntü, vb.",Ankara,Büyükdoğu Yazılım Bilgisayar Medikal Elektronik Medya Sanayi Ticaret Ltd. Şti.,,https://www.neuroogleahbs.com
768,,"2010 yılında kurulmuş olan BYS Grup, kamu ve özel sektörde pek çok ulusal ve uluslararası saygın iş ortağına, marka değerlerinin ve kurumsal kapasitelerinin geliştirilmesi amacıyla, Bilgi Teknolojisi, İstatistik ve Veri Madenciliği alanlarında özel çözümlerle birlikte proje yönetimi, danışmanlık ve eğitim hizmetleri sunmaktadır. BYS Grup; Avrupa Birliği, Dünya Bankası, Birleşmiş Milletler ve TÜBİTAK gibi çok taraflı ve ikili kuruluşlar tarafından finanse edilen uluslararası projelerde derin deneyime sahiptir. Günümüz iş ortamında sürdürülebilirliğin sağlanmasında, yenilikler ve Ar-Ge ihtiyaçları iki vazgeçilmez unsur haline gelmiştir. Bu nedenle BYS Grup, yenilikçi ve teknoloji odaklı bir bakış açısıyla, teknoloji geliştirme merkezi Gazi Teknopark’ta da Ar-Ge projeleri yürütmektedir.",Ankara,BYS Grup Bilişim Sistemleri Danışmanlık Tic. ve San. Ltd. Şti.,,http://www.bysgrup.com.tr
771,,"Lample, akıllı LED aydınlatma donanımı ve yazılım çözümleri üretmekte olan bir şirkettir. Şirket, evlerden otellere, işyerlerinden eğlence sektörüne kadar farklı mekanlar için özgün teknolojik aydınlatma çözümleri sunmayı amaçlar. Ürünleri kişiselleştirilebilir aydınlatma imkanı sağlar ve mobil uygulama ile kolayca kontrol edilebilir. Lample'ın öncelikli misyonu kurumsal pazar için özel aydınlatma donanımı ve yazılım çözümleri sunmaktır. Çevre dostu malzemeler kullanarak sürdürülebilirlik hedeflerine katkıda bulunmakla birlikte ürünlerin geri dönüşümüne imkan tanır aynı zamanda Şirket, rekabet avantajını yazılım ve donanım uzmanlığını öne çıkararak sağlar. Lample, benzersiz aydınlatma deneyimleri sunmakla birlikte dünya pazarında öncü olmayı hedefler. Şirketin iç ve dış aydınlatma cihazları, modüler donanım ve yazılımın uyumlu bir birleşimini içerir ve kullanıcıların isteklerine katma değer yaratarak cevap verir.",Ankara,BZB Bilişim ve İletişim Teknolojileri Danışmanlık Hizmetleri Ltd. Şti.,,
767,,"Caremed 25 yıllık taş kırma cihazı üretim tecrübesine sahip ekibi ile dünyada taş tedavisinde etkin bir rol oynamaktadır. Caremed ekibi tarafından sunulan lithotripterler, yenilikçi teknoloji ve yüksek standartlar içerir. Ürünlerimizin etkinliği üroloji alanındaki yüzbinlerce hastanın tedavisi ile kanıtlanmıştır. Caremed ekibinin ürettiği sistemler böbrek, üreter ve mesane taşlarının tedavisinde etkin olarak kullanılmaktadır. Ekibimiz sadece üroloji alanın da değil farklı disiplinlerde şok dalgası tedavisinde çalışmalarını yürütmüştür. Caremed üroloji alanındaki tecrübesi ve multidisipliner şok dalgası üretiminde edindiği bilgi birikimi ile veterinerlik alanına kompleks taş amelliyatları yerine PetLith ile yeni bir standart getirmektedir.",Ankara,Caremed Yazılım Elektronik Medikal San. ve Tic. A.Ş.,,https://www.caremed.com.tr/tr
768,,,Ankara,Caria Teknoloji A.Ş.,,https://cariahealth.com/
767,,"Certificatum, müşterilerine blokzincir destekli artırılmış güvenlik sunarak işletmelerin maliyetlerini azaltır, kolaylaştırılmış süreçler ile başarıya ulaşmalarını sağlar. Siber güvenlik sektöründe faaliyet gösteren bir yazılım şirketidir.",Ankara,Certıfıcatum Siber Güvenlik Teknolojileri Anonim Şirketi,,https://certificatum.com.tr
767,,"CISARGE, gerçek zamanlı konumlandırma sistemleri alanlarında tüm ortamlara (açık ve kapalı alanlar) uyarlanabilir ve doğruluk değeri yüksek çözümler sunmaktadır.",Ankara,Cısarge Bilişim Araştırma Geliştirme Yazılım Eğitim Danışmanlık Ltd. Şti.,,http://cisarge.com/
767,,,Ankara,CND EDUTECH Eğitim Teknolojileri Anonim Şirketi,,http://www.cndedu.com
770,,"Şirketimiz, savunma ve bilişim sektöründe 20 yılı aşkın süredir Proje geliştiren bir ekip ile Ankara’da kurulmuş mühendislik firmasıdır. Firmamız, robotik, yapay zeka tabanlı görüntü işleme ve otomasyon çözümleri sağlar. Yetenekli ve tecrübeli mühendisleri ile Endüstri, sağlık, savunma sanayi ve havacılık alanlarında sektörel bazda mühendislik çözümleri geliştirmektedir.",Ankara,Cuda Tech Yazılım Mühendislik Makine Enerji Bilişim San. ve Tic. Ltd. Şti.,,https://www.cudatech.com.tr
768,,"Cyberotağ Teknoloji A.Ş sistem entegrasyonu ve yazılım geliştirme alanlarında, önceliklede spor ve yayıncılık alanlarında çalışan bir firmadır.",Ankara,CYBEROTAĞ TEKNOLOJİ ANONİM ŞİRKETİ,,www.cyberotag.com
767,,,Ankara,DATAJİRO Yazılım Limited Şirketi,,https://imlec.io/
767,,"Daysoft, ISO9001: 2015, OHSAS 18001: 2007 ve ISO14001: 2015 Kalite Standartları ile en iyi Mühendislik Çözümlerini sağlayarak gereksinimlerinizi basitleştirmeyi hedeflemektedir 
Temel olarak, Askeri Savunma Sistem Tasarımları ve Gömülü Yazılım Çözümleri ile ilgilenen Daysoft Mühendislik, Giyilebilir Teknolojiler, Artırılmış Gerçeklik (AR) ve Sanal Gerçeklik (VR) Alanlarında da Eğitim Amaçlı Faaliyetler Geliştirmektedir. Daysoft Mühendislik 2017 yılında Ankara'da kurulmuştur ve hızla büyük projelerde faaliyet göstermeye başlamıştır. 2019 da ise Liechtenstein ofisi ile Mühendislik Tecrübelerini Avrupa Marketi ile başarıyla birleştirmiştir.",Ankara,Daysoft Bilişim Mühendislik Elektronik San. Ve Tic. Ltd. Şti.,,https://www.daysoft.com.tr/
767,,"Derece Kampüsü, yapay zeka eğitim modelleri ve bireysel koçluk imkanları sunarak öğrencilerin sınav süreçlerini daha verimli geçirmelerine olanak sağlayan bir şirkettir.",Ankara,Derece Kampüsü Eğitim ve Ticaret Limited Şirketi,,https://derecekampusu.com/
767,,"2022 yılında alanında uzman mühendislerin fikirleri ile Gazi Üniversitesi Teknokent Yerleşkesinde kurulmuştur. Derestech, bir çözüm ortağı olarak yazılım geliştirme faaliyetlerini ana odaginda tutarak buradan filizlenmiştir. Ar-Ge faaliyetleri kapsamında Derestech'in ortaya çıkarttığı ve hâlihazırda devam eden projelerine/ürünlerine örnek vermek gerekirse; terzi usulü yazılım geliştirme, mobilite, akıllı ulaşım, yeşil ve sürdürülebilir ulaşım planlama sistemleri, harita sistemlerine entegrasyon, gps ve bluetooth entegrasyon modülleri, toplu taşıma yönetim yazılımı, saha modülü ile ariza bildirim yazılımı konularında urun geliştirme ve çözüm ortağı olarak başarılı islere imza atmıştır.",Ankara,DERESTECH BILISIM TEKNOLOJILERI ANONIM SIRKETI,,www.derestech.com
767,,"Çocuklar için eğlenceli eğitim içeriklerini ve çizgi romanları dijital ortamlarda yayınlayan; ölçme ve değerlendirme araçları ve katmanlı eğitim nesneleri geliştiren eğitim, yazılım ve medya şirketidir.
 
Designexium ürettiği medyayı teknoloji ile birleştirerek yeni nesil yayıncılığın öncülüğünü yaparken bu tavrı ile yayınlarını eş zamanlı olarak dijital ve basılı olarak okurlarına sunar.
 
Öğrenmeyi etkileyerek çocuklar için çekici kılar. Etkileşimli ortamlar sunarak ve öğrenmeyi eğlenceli hale getirir. Yapı olarak geliştirilen nesneler eş zamanlı ölçme süreçlerini de kapsar. Öğrenmeyi doğal akışına bırakarak bireyleri sınırlamadan kendi hızlarında öğrenmelerini sağlar.
 
Klasik uygulamaların dışında bireysel ve kurumsal alternatif ölçme araçlarını teknoloji ile birleştiren uygulamalarıyla bağımsız ve tarafsız sonuçlar sunar. Geliştirdiği ölçme araçları ile kurumlara detaylı olarak raporlar.",Ankara,DESIGNEXIUM Dijital Medya Eğitim Yazılım Yayın Danışmanlık Dış Ticaret Limited Şirketi,,https://designexium.com
771,,"Firmamız 2013 tarihinde Cemil Baki Kıyak önderliğinde kurulmuştur. Firmamız Devr-i Robotik Arge Ltd. Şti. ismiyle 2013 yılında Topokopter isimli Uçan Topografik Ölçüm Robotu projemiz ile Sanayi Bakanlığı tarafından 2011 yılında ilk başvurusunu yaptığımız Teknogirişim Sermaye Desteği Programı altında desteklenmeye değer bulunarak kurulmuştur . Firmamız genel olarak medikal, sanayi, savunma, bilişim ve haritacılık sektörlerine ürünler üreterek hizmet vermektedir. Firmamız sağladığı katma değer benzersiz akıllı filtreleme ve kontrol algoritmaları ile sensör teknolojileri üretmek ve hassas kontrol ve konumlandırma sağlayarak IoT devreler vasıtasıyla internet bağlantılı cihazlar üretmektir. Firmamız her geçen gün yenilikçi faydacı işler yapmaya ve geliştirmeye devam etmektedir. Kullanıcı deneyimi (user experience) alanında da bir çok deneyimimiz bulunmakla beraber akıllı telefon uygulamaları ve PC, WEB uygulamaları üretme konusunda da tecrübe sahibiyiz.",Ankara,Devr-İ Robotik Ar-Ge Ltd. Şti.,,https://devrirobotik.com
788,,"DİGİTECH Dijital Teknoloji
HVAC, Endüstriyel Otomasyon ve Ar-Ge Hizmetleri",Ankara,Digitech Dijital Teknoloji San. ve Tic. Ltd. Şti.,,http://www.digitech-ltd.com/
767,,"DLTM 2009 yılında kurulmuş  Bir Gazi Üniversitesi teknopark şirketidir. Firmamız; deniz araştırmaları, su davranışları modellemesi, kıyı alanları yönetimi, kıyı liman mühendisliği, ana başlıklarında proje servis ve danışmanlık hizmeti veren ve bu doğrultuda yazılım geliştiren bir kuruluştur. Firmamız 2010-2014 yılları arasında kurucu ortaklardan Prof. Dr. Lale Balas’ın yürütücülüğünde alınan TÜBİTAK projesi ile dünyada ilk çevre temelli bulut bilişim yazılımı olan Hydrotam3D ’yi geliştirmiştir. İlk çevre temelli bulut bilişim yazılımı olan ; kıyısal alanlarda akıntı, dalga, kirlilik taşınımı, sediman taşınımı gibi kıyısal taşınım olaylarının benzeştirilmesi amacıyla geliştirilmiştir. yazılımı sürekli olarak yapılan saha çalışmalarının sonuçlarıyla geliştirilmekte ve kalibre edilmektedir. Yenilebilir enerji kaynakları, rüzgar ve dalga enerji tahmini içinde kullanılabilen Türkiye Rüzgar ve Dalga atlasına Hydrotam3D ile kolayca erişebilmektedir.",Ankara,DLTM Yazılım Tek. San. ve Tic. Ltd. Şti.,,http://www.dltm.com.tr
773,,,Ankara,DOĞA GRUP Prodüksiyon Proje İnşaat Danışmanlık Teknoloji Limited Şirketi / Gazi Teknopark Şubesi,,http://www.dogagrupproje.com/
769,,"Drogsan İlaçları İş Geliştirme faaliyetlerinin temelini; lisanslama, ihracat, ortak pazarlama, ortak geliştirme ve fason üretim projeleri oluşturur. Sürekli gelişim sağlamayı ve toplum sağlığına katkıda bulunmayı amaç edinmiş bir ilaç şirketi olan Drogsan, dermatoloji, nefroloji, nöroloji, dahiliye, enfeksiyon hastalıkları, gastroenteroloji, kulak-burun-boğaz, diş hekimliği, pediatri, kadın doğum ve üroloji alanlarında katma değerli eşdeğer ilaçlar, takviye edici gıdalar ve kozmetik ürünler geliştirmenin yanı sıra, yerli ve yabancı işbirlikleri ile ürün yelpazesini sürekli olarak genişletmekte ve global ilaç pazarındaki gelişmelere paralel olarak yenilikçi tedavileri ülkemize getirmek üzere lisans anlaşmaları yapmaktadır.",Ankara,Drogsan İlaçları San. ve Tic. A.Ş.,,http://www.drogsan.com.tr
768,,"Deniz ve su bilimleri alanında, öncü araştırmalarla bilgiyi üreterek, paylaşarak ve hayata dönüştürerek ülkemizin araştırma ve uygulama faaliyetlerine katkılarda bulunulmaktadır. Enerji,  çevre, yerüstü su kaynakları, kıyı, geçiş ve iç su kütlelerinde, ileri izleme ve modelleme teknolojileri kullanılarak, hidrodinamik, taşınım, morfolojik ve su kalitesi çalışmalarının yürütülmesi; su kütleleri ve kara kullanımı etkileşimleri ile sürdürülebilir kalkınma için gerekli koruma önlemlerinin alınması projelerimizin öncelikleridir.",Ankara,Eduglobe Yurtdışı Akreditasyon Eğitim Danışmanlık ve Mühendislik Ltd. Şti.,,https://www.eduglobes.com/
770,,"Ekinoks-AG, savunma sanayii projelerinde ihtiyaç duyulan ileri mühendislik hizmetlerini vermek üzere sektörde 20 yılı aşkın tecrübeye sahip mühendisler tarafından 16 Nisan 2012 tarihinde Gazi Teknopark’ta kurulmuştur. Güçlü akademik altyapıya sahip nitelikli personel ile askeri sistemler için tasarım, üretim ve test hizmetleri sunulmaktadır.",Ankara,Ekinoks-Ag Savunma Sanayi ve Ticaret A.Ş.,,http://www.ekinoks-ag.com.tr
768,,"2006 yılında kurulan ELEKON, aydınlatma, yangın, güvenlik, otomasyon, GRMS ve nesnelerin interneti (IoT) alanlarında faaliyet yürüten bir mühendislik firmasıdır.",Ankara,ELEKON ENERJİ SİSTEMLERİ SANAYİ VE TİCARET A.Ş TEKNOKENT ŞUBESİ,,www.elekon-tr.com
